Order_ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Weather_conditions,Road_traffic_density,Festival,City,Order_Date,Time_Orderd,Time_Order_picked,Distance_km,Time_taken_min,Day_of_week,Day_name,Month,Is_weekend,Order_hour,Pickup_hour,Time_period,Is_peak_hour,Preparation_time_min,Distance_category,Age_group,Rating_category,Delivery_person_ID_num,Experience_level
ORD004421,DEL016,44,4.7,13.037441637226337,77.66224973251732,12.952156257365104,77.66789339769913,Meal,motorcycle,Cloudy,High,No,Semi-Urban,2024-08-12,14:33,14:57,9.487381734493846,58,0,Monday,8,0,14,14,Afternoon,1,24.0,Moderate,Senior,Excellent,16,Experienced
ORD004422,DEL012,26,3.6,13.07002076556458,77.56224487991703,13.031605336697655,77.55020379668588,Meal,bicycle,Fog,Medium,No,Semi-Urban,2024-03-25,08:30,08:52,4.468674252292645,56,0,Monday,3,0,8,8,Morning,0,22.0,Close,Middle,Average,12,Experienced
ORD004423,DEL021,36,4.4,12.96443510106804,77.5374568490023,13.089098597234283,77.51319741106994,Drinks,bicycle,Sunny,Low,No,Metropolitan,2024-03-26,21:55,22:14,14.097221825717284,65,1,Tuesday,3,0,21,22,Night,1,19.0,Far,Senior,Good,21,Experienced
ORD004424,DEL088,22,4.1,12.9650027644045,77.63860797028465,13.023147616608275,77.6707637628532,Meal,scooter,Cloudy,Medium,No,Urban,2024-08-15,12:30,12:54,7.375295441382544,53,3,Thursday,8,0,12,12,Afternoon,1,24.0,Moderate,Young,Good,88,New
ORD004425,DEL039,39,4.7,13.006770207858477,77.55151530714159,12.905289120369687,77.61780807083628,Meal,bicycle,Sunny,Medium,No,Urban,2024-03-11,09:45,10:06,13.45489494940278,90,0,Monday,3,0,9,10,Morning,0,21.0,Far,Senior,Excellent,39,Intermediate
ORD004426,DEL091,39,3.6,13.030636720416087,77.59710937399568,13.03014362542414,77.55203135421601,Drinks,motorcycle,Stormy,Medium,No,Semi-Urban,2024-04-26,19:06,19:29,5.003959543532619,37,4,Friday,4,0,19,19,Evening,1,23.0,Close,Senior,Average,91,New
ORD004427,DEL090,40,4.1,12.940581159111035,77.52630668446281,13.088950328580289,77.56855171131528,Meal,scooter,Cloudy,Medium,No,Semi-Urban,2024-08-06,21:32,22:02,17.123545422708762,90,1,Tuesday,8,0,21,22,Night,1,30.0,Far,Senior,Good,90,New
ORD004428,DEL078,22,4.7,13.082535830582374,77.64491960220863,12.971728202430668,77.58513007690031,Snack,motorcycle,Sunny,Low,No,Semi-Urban,2024-02-26,23:53,00:15,13.97591729833955,50,0,Monday,2,0,23,0,Night,0,1418.0,Far,Young,Excellent,78,New
ORD004429,DEL006,22,4.3,13.030883304770402,77.58136724101078,13.086711135796984,77.63607820483486,Snack,motorcycle,Stormy,Medium,No,Metropolitan,2024-03-20,13:43,14:04,8.67650603653839,67,2,Wednesday,3,0,13,14,Afternoon,1,21.0,Moderate,Young,Good,6,Experienced
ORD004430,DEL028,36,4.3,13.02503236227362,77.52811595188746,13.03412396504334,77.59363641521084,Snack,scooter,Sunny,Medium,No,Semi-Urban,2024-11-01,20:16,20:40,7.342453549213614,35,4,Friday,11,0,20,20,Evening,1,24.0,Moderate,Senior,Good,28,Experienced
ORD004431,DEL042,26,3.6,13.080839127213553,77.6483190093582,12.93796709652756,77.5791639115614,Meal,motorcycle,Sunny,Medium,No,Urban,2024-09-03,12:34,12:50,17.61890125953841,90,1,Tuesday,9,0,12,12,Afternoon,1,16.0,Far,Middle,Average,42,Intermediate
ORD004432,DEL019,33,3.7,13.081453016118894,77.52067243840635,12.929061117421204,77.65609330045102,Meal,motorcycle,Cloudy,High,No,Semi-Urban,2024-04-11,13:02,13:16,22.62933145943464,90,3,Thursday,4,0,13,13,Afternoon,1,14.0,Far,Middle,Average,19,Experienced
ORD004433,DEL012,36,4.5,12.927110024125298,77.61496408450179,12.93525991973826,77.51436970630006,Snack,motorcycle,Cloudy,Low,No,Semi-Urban,2024-08-17,11:57,12:25,11.202561771891604,39,5,Saturday,8,1,11,12,Morning,0,28.0,Far,Senior,Good,12,Experienced
ORD004434,DEL092,37,4.5,12.929015100795974,77.62149703393801,13.039844914906167,77.63050737813678,Snack,motorcycle,Rainy,Low,No,Urban,2024-01-04,14:35,15:05,12.34269789360543,57,3,Thursday,1,0,14,15,Afternoon,1,30.0,Far,Senior,Good,92,New
ORD004435,DEL032,32,5.0,13.05238973978803,77.68607010007494,13.017904257257875,77.58978466631456,Snack,motorcycle,Cloudy,High,Yes,Urban,2024-01-08,19:50,20:15,11.352502010285722,78,0,Monday,1,0,19,20,Evening,1,25.0,Far,Middle,Excellent,32,Experienced
ORD004436,DEL046,39,4.6,13.091375989108794,77.53019609970904,12.991108714199305,77.5669707015373,Meal,bicycle,Cloudy,High,Yes,Semi-Urban,2024-06-29,20:02,20:27,11.854622147877736,90,5,Saturday,6,1,20,20,Evening,1,25.0,Far,Senior,Excellent,46,Intermediate
ORD004437,DEL051,39,4.2,13.03330273570262,77.63066927194606,12.952670945676417,77.68551513793776,Snack,scooter,Sunny,High,No,Semi-Urban,2024-01-08,14:42,15:01,10.824380904718426,71,0,Monday,1,0,14,15,Afternoon,1,19.0,Far,Senior,Good,51,Intermediate
ORD004438,DEL066,40,4.8,12.982263399721434,77.57615371627905,13.081446241598226,77.6555858680793,Meal,scooter,Sunny,Low,No,Metropolitan,2024-05-30,13:13,13:25,14.104734168615591,58,3,Thursday,5,0,13,13,Afternoon,1,12.0,Far,Senior,Excellent,66,Intermediate
ORD004439,DEL007,37,3.7,13.036694627954748,77.58016286940526,12.94274869904659,77.54385174970275,Drinks,motorcycle,Sunny,Low,No,Semi-Urban,2024-07-21,13:52,14:03,11.179818924998674,36,6,Sunday,7,1,13,14,Afternoon,1,11.0,Far,Senior,Average,7,Experienced
ORD004440,DEL087,23,4.2,12.945762315271308,77.60036503638877,12.9567212435712,77.63046728734334,Snack,motorcycle,Cloudy,Jam,No,Semi-Urban,2024-03-03,12:50,13:10,3.55588915277676,25,6,Sunday,3,1,12,13,Afternoon,1,20.0,Close,Young,Good,87,New
ORD004441,DEL039,20,3.9,13.099593259961557,77.5467569224098,12.910983629330714,77.66445729829535,Snack,motorcycle,Rainy,Low,No,Semi-Urban,2024-07-15,20:35,20:45,24.677716927928618,90,0,Monday,7,0,20,20,Evening,1,10.0,Far,Young,Average,39,Intermediate
ORD004442,DEL034,37,3.7,12.986217043571804,77.59223664779049,12.95506506077615,77.69786791310385,Snack,motorcycle,Sunny,Medium,No,Metropolitan,2024-06-29,16:25,16:48,12.224325855191143,63,5,Saturday,6,1,16,16,Afternoon,0,23.0,Far,Senior,Average,34,Experienced
ORD004443,DEL023,20,4.6,13.086337200501738,77.63736923368018,13.08457953534308,77.63968499882974,Snack,scooter,Fog,Medium,No,Metropolitan,2024-12-07,19:51,20:17,0.3227057517642792,15,5,Saturday,12,1,19,20,Evening,1,26.0,Very_Close,Young,Excellent,23,Experienced
ORD004444,DEL004,32,4.3,12.986159610572756,77.59142260790969,12.9375208046511,77.63813818967549,Meal,scooter,Rainy,High,Yes,Semi-Urban,2024-08-14,19:04,19:24,7.485778624847208,90,2,Wednesday,8,0,19,19,Evening,1,20.0,Moderate,Middle,Good,4,Experienced
ORD004445,DEL052,39,4.3,13.085627956224384,77.50850168546621,12.940792574923544,77.62265839892112,Snack,motorcycle,Stormy,High,No,Semi-Urban,2024-08-11,11:15,11:44,20.47011034685948,90,6,Sunday,8,1,11,11,Morning,0,29.0,Far,Senior,Good,52,Intermediate
ORD004446,DEL058,39,4.1,12.967137088295985,77.55156524950897,13.019995479291358,77.50800052226899,Meal,motorcycle,Rainy,Medium,No,Semi-Urban,2024-10-22,19:44,19:54,7.603212332884208,56,1,Tuesday,10,0,19,19,Evening,1,10.0,Moderate,Senior,Good,58,Intermediate
ORD004447,DEL072,42,4.2,13.05210859693116,77.57029204255062,13.013390698105487,77.6170112931676,Meal,motorcycle,Sunny,Low,No,Urban,2024-03-13,12:47,13:01,6.735207129551981,27,2,Wednesday,3,0,12,13,Afternoon,1,14.0,Moderate,Senior,Good,72,New
ORD004448,DEL096,29,3.7,13.090200402481804,77.57094422737792,12.935191710726151,77.66100953117572,Meal,motorcycle,Cloudy,Jam,No,Urban,2024-02-29,17:52,18:09,19.899502661601485,90,3,Thursday,2,0,17,18,Evening,0,17.0,Far,Middle,Average,96,New
ORD004449,DEL071,30,4.5,13.029196135639154,77.51620137850387,12.93085297378586,77.57908368883149,Drinks,motorcycle,Sunny,High,No,Metropolitan,2024-03-15,12:30,12:47,12.956872877630918,60,4,Friday,3,0,12,12,Afternoon,1,17.0,Far,Middle,Good,71,New
ORD004450,DEL032,28,4.1,13.035513045154977,77.58991411032345,12.923395392673596,77.61739584982323,Meal,scooter,Fog,High,No,Metropolitan,2024-01-05,14:02,14:13,12.813465188685983,90,4,Friday,1,0,14,14,Afternoon,1,11.0,Far,Middle,Good,32,Experienced
ORD004451,DEL013,28,4.7,12.92057724906441,77.63838980379772,13.072217096302456,77.68529764291279,Drinks,motorcycle,Rainy,Medium,No,Metropolitan,2024-11-28,14:57,15:26,17.61895158752579,90,3,Thursday,11,0,14,15,Afternoon,1,29.0,Far,Middle,Excellent,13,Experienced
ORD004452,DEL060,24,3.8,12.99484398943278,77.50973440360973,13.030887044200773,77.53440682114105,Meal,bicycle,Rainy,Low,No,Metropolitan,2024-03-21,13:44,14:03,4.848337161439457,43,3,Thursday,3,0,13,14,Afternoon,1,19.0,Close,Young,Average,60,Intermediate
ORD004453,DEL014,20,3.8,13.077351081217357,77.65018483447464,13.090689134370846,77.55609515331446,Meal,scooter,Cloudy,Low,No,Metropolitan,2024-12-21,20:55,21:18,10.548371385614416,55,5,Saturday,12,1,20,21,Evening,1,23.0,Far,Young,Average,14,Experienced
ORD004454,DEL018,36,4.5,12.948181967246144,77.69102104059269,12.93316670390102,77.52206350455343,Meal,motorcycle,Stormy,High,Yes,Metropolitan,2024-04-23,14:34,14:49,18.82820043971743,90,1,Tuesday,4,0,14,14,Afternoon,1,15.0,Far,Senior,Good,18,Experienced
ORD004455,DEL016,41,4.8,13.057672602699665,77.50186763127432,12.99212072517634,77.60004892083673,Meal,motorcycle,Sunny,Low,No,Urban,2024-05-29,13:01,13:14,13.103931638379766,50,2,Wednesday,5,0,13,13,Afternoon,1,13.0,Far,Senior,Excellent,16,Experienced
ORD004456,DEL002,21,4.2,13.035141977160787,77.53873846318643,13.04860927893041,77.66792987840303,Meal,electric_scooter,Sunny,High,No,Semi-Urban,2024-01-06,12:47,13:06,14.417951462530064,90,5,Saturday,1,1,12,13,Afternoon,1,19.0,Far,Young,Good,2,Experienced
ORD004457,DEL008,43,4.6,12.944597192948107,77.60869755646905,12.94270966424898,77.58704340183496,Meal,motorcycle,Cloudy,Medium,No,Semi-Urban,2024-08-05,10:52,11:17,2.412725316331345,16,0,Monday,8,0,10,11,Morning,0,25.0,Very_Close,Senior,Excellent,8,Experienced
ORD004458,DEL100,32,5.0,12.956558241053592,77.54360989731002,13.03693534865253,77.5139679715396,Meal,motorcycle,Cloudy,Medium,No,Urban,2024-01-08,13:02,13:32,9.50922377568148,50,0,Monday,1,0,13,13,Afternoon,1,30.0,Moderate,Middle,Excellent,100,New
ORD004459,DEL029,28,5.0,12.98551218002414,77.65292520633558,12.994760671351893,77.55270754303668,Meal,motorcycle,Rainy,Low,No,Metropolitan,2024-03-16,12:24,12:34,11.1714287959543,53,5,Saturday,3,1,12,12,Afternoon,1,10.0,Far,Middle,Excellent,29,Experienced
ORD004460,DEL017,23,4.6,12.925025843104146,77.56242686299188,12.986165760332996,77.67794130191966,Meal,motorcycle,Rainy,Low,No,Semi-Urban,2024-08-31,20:44,21:07,14.507353950845914,82,5,Saturday,8,1,20,21,Evening,1,23.0,Far,Young,Excellent,17,Experienced
ORD004461,DEL026,24,4.6,13.08267425943164,77.55872505646359,13.028999528907905,77.61150482207195,Snack,electric_scooter,Sunny,Low,No,Metropolitan,2024-05-28,13:14,13:27,8.355786536731387,26,1,Tuesday,5,0,13,13,Afternoon,1,13.0,Moderate,Young,Excellent,26,Experienced
ORD004462,DEL052,30,3.9,13.047871521014413,77.50018477515668,12.99353889101054,77.68281424604925,Snack,scooter,Rainy,Low,Yes,Urban,2024-12-07,18:14,18:36,21.149959434497102,90,5,Saturday,12,1,18,18,Evening,0,22.0,Far,Middle,Average,52,Intermediate
ORD004463,DEL048,43,4.8,12.972992820000716,77.55402523763766,13.064002599840435,77.6668876126593,Drinks,bicycle,Sunny,Low,No,Semi-Urban,2024-06-07,12:00,12:20,16.093352416160595,73,4,Friday,6,0,12,12,Afternoon,1,20.0,Far,Senior,Excellent,48,Intermediate
ORD004464,DEL088,38,4.1,12.959933099060992,77.54353410438138,13.086104273493442,77.58285832261697,Drinks,motorcycle,Cloudy,Low,No,Metropolitan,2024-06-15,12:56,13:13,14.669463430427486,52,5,Saturday,6,1,12,13,Afternoon,1,17.0,Far,Senior,Good,88,New
ORD004465,DEL081,40,4.9,13.037915774062474,77.5686481934285,13.017771746288798,77.62670879998154,Snack,motorcycle,Cloudy,High,No,Urban,2024-05-21,21:16,21:40,6.821594282803315,38,1,Tuesday,5,0,21,21,Night,1,24.0,Moderate,Senior,Excellent,81,New
ORD004466,DEL083,22,3.6,12.984844184390548,77.52953133060485,12.960118900220388,77.63288502676667,Snack,motorcycle,Cloudy,High,Yes,Semi-Urban,2024-03-20,20:50,21:07,11.79597693951103,90,2,Wednesday,3,0,20,21,Evening,1,17.0,Far,Young,Average,83,New
ORD004467,DEL011,31,4.2,12.945867314381015,77.6189297332845,13.05544443681393,77.64935948724907,Buffet,scooter,Cloudy,Low,Yes,Urban,2024-08-05,11:20,11:30,12.623348144600996,90,0,Monday,8,0,11,11,Morning,0,10.0,Far,Middle,Good,11,Experienced
ORD004468,DEL075,38,4.3,12.986030150594752,77.54774830869847,12.934097949149312,77.56659330129182,Meal,scooter,Sunny,High,No,Semi-Urban,2024-08-29,14:20,14:40,6.132272623974487,43,3,Thursday,8,0,14,14,Afternoon,1,20.0,Moderate,Senior,Good,75,New
ORD004469,DEL076,38,4.1,13.074259396644514,77.66635017294963,12.918998165654084,77.55779788912191,Snack,scooter,Rainy,Medium,Yes,Semi-Urban,2024-02-26,12:57,13:13,21.02846535384889,90,0,Monday,2,0,12,13,Afternoon,1,16.0,Far,Senior,Good,76,New
ORD004470,DEL034,32,3.8,12.913721327307991,77.55691158934752,13.00374630301078,77.63691775419733,Snack,motorcycle,Sunny,Medium,Yes,Semi-Urban,2024-08-17,18:51,19:10,13.368696716821937,88,5,Saturday,8,1,18,19,Evening,0,19.0,Far,Middle,Average,34,Experienced
ORD004471,DEL010,26,4.4,12.973671649456383,77.54217391989194,13.029347166747698,77.66375084630826,Meal,motorcycle,Sunny,High,No,Urban,2024-02-20,20:23,20:38,14.842784637196976,90,1,Tuesday,2,0,20,20,Evening,1,15.0,Far,Middle,Good,10,Experienced
ORD004472,DEL003,34,4.6,13.092467884603431,77.51135027238789,13.066999594113458,77.5828493573052,Snack,motorcycle,Cloudy,Medium,No,Urban,2024-10-15,12:21,12:48,8.424858294091942,41,1,Tuesday,10,0,12,12,Afternoon,1,27.0,Moderate,Middle,Excellent,3,Experienced
ORD004473,DEL009,42,4.5,12.902966368490915,77.64798133800436,13.091042481037814,77.5642137088865,Meal,bicycle,Sunny,Medium,No,Urban,2024-07-04,19:54,20:23,22.85350633843238,90,3,Thursday,7,0,19,20,Evening,1,29.0,Far,Senior,Good,9,Experienced
ORD004474,DEL026,26,3.9,13.078128063506243,77.60164163500751,13.074667617172198,77.66510732856509,Meal,bicycle,Fog,High,No,Metropolitan,2024-11-23,21:51,22:01,7.055155937544482,90,5,Saturday,11,1,21,22,Night,1,10.0,Moderate,Middle,Average,26,Experienced
ORD004475,DEL083,27,4.6,12.974966739715432,77.5227565994761,13.097739914709232,77.63739010788309,Meal,motorcycle,Fog,Low,No,Semi-Urban,2024-11-02,13:46,14:11,18.644727111601515,90,5,Saturday,11,1,13,14,Afternoon,1,25.0,Far,Middle,Excellent,83,New
ORD004476,DEL057,24,3.9,12.937903640915092,77.5442669565235,12.995139999864913,77.56871000388378,Snack,motorcycle,Sunny,High,No,Urban,2024-07-15,14:50,15:16,6.90832410476328,41,0,Monday,7,0,14,15,Afternoon,1,26.0,Moderate,Young,Average,57,Intermediate
ORD004477,DEL017,40,3.8,12.90299594949434,77.69974381441197,12.963307523663577,77.60593320521191,Buffet,motorcycle,Cloudy,High,No,Metropolitan,2024-05-29,21:53,22:05,12.379320162440088,90,2,Wednesday,5,0,21,22,Night,1,12.0,Far,Senior,Average,17,Experienced
ORD004478,DEL012,33,4.5,12.91410456027976,77.66120574535672,12.991941255733924,77.69217249857925,Snack,motorcycle,Stormy,High,No,Urban,2024-07-08,21:49,22:19,9.298521719713968,75,0,Monday,7,0,21,22,Night,1,30.0,Moderate,Middle,Good,12,Experienced
ORD004479,DEL043,23,4.8,12.93436867284484,77.56997389715352,13.028826100048176,77.64997426764775,Meal,electric_scooter,Sunny,Medium,No,Semi-Urban,2024-08-24,12:22,12:45,13.739928129669448,81,5,Saturday,8,1,12,12,Afternoon,1,23.0,Far,Young,Excellent,43,Intermediate
ORD004480,DEL016,42,4.2,12.905081847675916,77.60851096612308,13.001451321908087,77.54433296170619,Meal,bicycle,Sunny,Jam,No,Semi-Urban,2024-02-03,12:29,12:43,12.852003464408169,90,5,Saturday,2,1,12,12,Afternoon,1,14.0,Far,Senior,Good,16,Experienced
ORD004481,DEL006,29,4.3,12.967169973618,77.58320343178012,13.026823964373037,77.55900622925824,Snack,motorcycle,Rainy,Low,No,Metropolitan,2024-04-14,20:29,20:57,7.14559275422172,38,6,Sunday,4,1,20,20,Evening,1,28.0,Moderate,Middle,Good,6,Experienced
ORD004482,DEL060,39,4.0,12.908978622874884,77.50727791308017,13.077344524836768,77.55304413126476,Meal,motorcycle,Sunny,High,No,Urban,2024-03-03,14:48,15:04,19.36675618792339,90,6,Sunday,3,1,14,15,Afternoon,1,16.0,Far,Senior,Average,60,Intermediate
ORD004483,DEL007,34,4.2,13.038443212368897,77.65573540184258,12.93316237325842,77.66966979306407,Snack,scooter,Rainy,High,No,Metropolitan,2024-11-29,21:48,21:59,11.7880862518979,90,4,Friday,11,0,21,21,Night,1,11.0,Far,Middle,Good,7,Experienced
ORD004484,DEL022,37,3.7,13.06378142270749,77.64339722264465,12.924052803089856,77.62828384587812,Meal,motorcycle,Cloudy,High,No,Urban,2024-04-27,21:03,21:31,15.600338729878532,90,5,Saturday,4,1,21,21,Night,1,28.0,Far,Senior,Average,22,Experienced
ORD004485,DEL074,39,4.9,13.077492784714218,77.58176046289918,12.999703762583902,77.68799947779779,Snack,motorcycle,Cloudy,Medium,No,Metropolitan,2024-04-20,14:19,14:49,14.61573727691667,61,5,Saturday,4,1,14,14,Afternoon,1,30.0,Far,Senior,Excellent,74,New
ORD004486,DEL056,32,4.7,13.009825636193868,77.66917942737612,13.096353623519343,77.51818683420379,Meal,motorcycle,Sunny,Jam,Yes,Urban,2024-04-26,13:56,14:18,19.31714339928528,90,4,Friday,4,0,13,14,Afternoon,1,22.0,Far,Middle,Excellent,56,Intermediate
ORD004487,DEL093,27,4.5,13.089301908235973,77.60694781897784,12.91180870024036,77.51040075919842,Snack,motorcycle,Cloudy,Medium,No,Urban,2024-08-14,12:53,13:06,22.427816754576497,90,2,Wednesday,8,0,12,13,Afternoon,1,13.0,Far,Middle,Good,93,New
ORD004488,DEL051,28,4.3,12.901129090111954,77.51304168788236,13.097311460997544,77.6352403651258,Drinks,motorcycle,Cloudy,Medium,No,Semi-Urban,2024-06-03,14:45,15:06,25.655180861428875,90,0,Monday,6,0,14,15,Afternoon,1,21.0,Far,Middle,Good,51,Intermediate
ORD004489,DEL064,35,4.7,12.926803664432825,77.55188125804938,13.093541322940958,77.55332478292377,Meal,motorcycle,Cloudy,Medium,No,Urban,2024-08-23,20:03,20:14,18.50857367940084,90,4,Friday,8,0,20,20,Evening,1,11.0,Far,Middle,Excellent,64,Intermediate
ORD004490,DEL004,38,4.2,12.958633196146184,77.59235456721717,12.958519902829124,77.63583432654146,Meal,motorcycle,Fog,High,No,Urban,2024-03-23,14:16,14:41,4.826269668760217,39,5,Saturday,3,1,14,14,Afternoon,1,25.0,Close,Senior,Good,4,Experienced
ORD004491,DEL049,35,3.9,13.057804888390848,77.52068984774216,13.078200759262645,77.6446940346625,Meal,motorcycle,Sunny,Low,No,Urban,2024-07-20,20:09,20:22,13.94940578210512,68,5,Saturday,7,1,20,20,Evening,1,13.0,Far,Middle,Average,49,Intermediate
ORD004492,DEL088,26,3.7,13.077077828026772,77.61421623857258,12.901551716737089,77.56089622866227,Meal,motorcycle,Sunny,Medium,No,Metropolitan,2024-08-18,20:53,21:04,20.362507296484672,90,6,Sunday,8,1,20,21,Evening,1,11.0,Far,Middle,Average,88,New
ORD004493,DEL055,33,4.5,13.023626890261216,77.52411363233668,12.990812229206153,77.69053362168367,Snack,motorcycle,Sunny,Medium,No,Metropolitan,2024-06-02,22:26,22:49,18.82830112290496,81,6,Sunday,6,1,22,22,Night,0,23.0,Far,Middle,Good,55,Intermediate
ORD004494,DEL023,33,4.9,12.976647268881829,77.54010163709685,12.980424698247456,77.65494817731224,Buffet,scooter,Stormy,High,No,Urban,2024-08-07,12:28,12:50,12.754859631861782,90,2,Wednesday,8,0,12,12,Afternoon,1,22.0,Far,Middle,Excellent,23,Experienced
ORD004495,DEL046,44,3.7,13.033169120717211,77.67879673226764,13.0805316013559,77.57347102069124,Meal,scooter,Sunny,Medium,Yes,Metropolitan,2024-11-30,14:09,14:22,12.818798892065114,90,5,Saturday,11,1,14,14,Afternoon,1,13.0,Far,Senior,Average,46,Intermediate
ORD004496,DEL028,23,3.8,12.936179874404871,77.69996247760825,12.99445923518389,77.58242373225046,Drinks,scooter,Rainy,Medium,No,Metropolitan,2024-09-01,14:21,14:43,14.562523388982974,90,6,Sunday,9,1,14,14,Afternoon,1,22.0,Far,Young,Average,28,Experienced
ORD004497,DEL024,34,4.2,12.991574810434486,77.61005066880934,12.98358775069778,77.64317429003486,Meal,motorcycle,Sunny,Low,No,Urban,2024-04-16,20:30,20:59,3.782099868246637,16,1,Tuesday,4,0,20,20,Evening,1,29.0,Close,Middle,Good,24,Experienced
ORD004498,DEL036,22,4.7,13.001508819664656,77.62392972202636,13.027918922074647,77.56080734971403,Snack,electric_scooter,Sunny,Low,No,Metropolitan,2024-08-01,19:38,19:49,7.595131825170692,32,3,Thursday,8,0,19,19,Evening,1,11.0,Moderate,Young,Excellent,36,Intermediate
ORD004499,DEL036,24,3.9,12.920974244202243,77.6594862293853,12.9751598377112,77.55907503580649,Meal,motorcycle,Sunny,Low,Yes,Urban,2024-03-05,20:27,20:44,12.664942565726506,70,1,Tuesday,3,0,20,20,Evening,1,17.0,Far,Young,Average,36,Intermediate
ORD004500,DEL058,20,3.9,12.906774532044322,77.63922789924082,13.0073119135539,77.62498190776638,Meal,bicycle,Sunny,High,No,Semi-Urban,2024-09-15,09:26,09:49,11.27112679519257,90,6,Sunday,9,1,9,9,Morning,0,23.0,Far,Young,Average,58,Intermediate
ORD004501,DEL020,22,4.4,13.05002109947003,77.53649330893094,13.091113315033953,77.52695885597655,Snack,motorcycle,Cloudy,Low,No,Urban,2024-12-09,16:33,16:57,4.682405734711694,15,0,Monday,12,0,16,16,Afternoon,0,24.0,Close,Young,Good,20,Experienced
ORD004502,DEL005,34,4.3,13.006941271855942,77.58233430490769,12.940523461761686,77.69866853946023,Meal,motorcycle,Sunny,High,No,Urban,2024-09-24,15:11,15:22,14.869434891072856,90,1,Tuesday,9,0,15,15,Afternoon,0,11.0,Far,Middle,Good,5,Experienced
ORD004503,DEL079,43,3.6,12.966447740375587,77.60702330378169,12.991782559728234,77.55744746432799,Meal,motorcycle,Cloudy,High,No,Semi-Urban,2024-01-30,19:49,20:09,6.179836582329748,51,1,Tuesday,1,0,19,20,Evening,1,20.0,Moderate,Senior,Average,79,New
ORD004504,DEL080,27,3.6,12.987445726332233,77.57194239842934,12.903075466869405,77.57654289329273,Snack,motorcycle,Cloudy,Medium,No,Metropolitan,2024-04-30,14:50,15:18,9.37901082194332,51,1,Tuesday,4,0,14,15,Afternoon,1,28.0,Moderate,Middle,Average,80,New
ORD004505,DEL079,23,4.5,13.09154068264866,77.53522123395156,13.068447416314894,77.54485300534958,Snack,motorcycle,Sunny,Low,No,Metropolitan,2024-01-14,12:30,12:41,2.777374318156191,15,6,Sunday,1,1,12,12,Afternoon,1,11.0,Very_Close,Young,Good,79,New
ORD004506,DEL032,21,4.2,12.97698275438279,77.64722266881228,12.918403472221016,77.6286992071317,Meal,motorcycle,Sunny,Medium,No,Metropolitan,2024-04-12,21:05,21:23,6.819638855802039,44,4,Friday,4,0,21,21,Night,1,18.0,Moderate,Young,Good,32,Experienced
ORD004507,DEL083,43,5.0,12.920695845330757,77.53976928101588,12.918952468995547,77.51209772590335,Meal,scooter,Sunny,High,No,Urban,2024-06-16,19:27,19:40,3.077632534678981,16,6,Sunday,6,1,19,19,Evening,1,13.0,Close,Senior,Excellent,83,New
ORD004508,DEL038,43,4.5,12.992720435912668,77.55209718574037,13.07656787562378,77.6855617313912,Drinks,motorcycle,Sunny,Low,No,Semi-Urban,2024-05-11,18:12,18:25,17.495507916897346,49,5,Saturday,5,1,18,18,Evening,0,13.0,Far,Senior,Good,38,Intermediate
ORD004509,DEL064,29,3.5,13.029609674695614,77.55730392302569,12.9818592057052,77.56079707516477,Snack,electric_scooter,Cloudy,Low,No,Urban,2024-12-15,18:26,18:50,5.3144655540957455,28,6,Sunday,12,1,18,18,Evening,0,24.0,Close,Middle,Average,64,Intermediate
ORD004510,DEL053,23,4.2,12.902422623219978,77.5323558460952,13.037459089456862,77.68547505268718,Drinks,motorcycle,Cloudy,Low,No,Semi-Urban,2024-08-18,19:32,20:00,22.661497134942923,81,6,Sunday,8,1,19,20,Evening,1,28.0,Far,Young,Good,53,Intermediate
ORD004511,DEL071,22,4.1,12.966468112003035,77.66991032459907,13.071569274045212,77.5507078394821,Drinks,scooter,Fog,High,No,Urban,2024-10-31,23:45,00:15,17.640092173383504,90,3,Thursday,10,0,23,0,Night,0,1410.0,Far,Young,Good,71,New
ORD004512,DEL062,21,3.7,12.97870288402609,77.62212326377293,12.974895510905124,77.60275763337934,Buffet,motorcycle,Rainy,Medium,No,Metropolitan,2024-06-22,13:27,13:52,2.1907354666898384,17,5,Saturday,6,1,13,13,Afternoon,1,25.0,Very_Close,Young,Average,62,Intermediate
ORD004513,DEL008,44,4.9,12.99274296915279,77.66694962599843,12.952309491160571,77.6390343363587,Snack,motorcycle,Cloudy,High,No,Urban,2024-02-09,12:15,12:39,5.453850936757189,19,4,Friday,2,0,12,12,Afternoon,1,24.0,Close,Senior,Excellent,8,Experienced
ORD004514,DEL012,36,4.7,12.960336838734891,77.59874586270182,12.933903598679068,77.62252537587817,Snack,motorcycle,Sunny,Medium,No,Metropolitan,2024-09-26,13:30,13:59,3.9466415290755417,16,3,Thursday,9,0,13,13,Afternoon,1,29.0,Close,Senior,Excellent,12,Experienced
ORD004515,DEL036,42,3.8,13.033384451693175,77.60391260802415,13.021423882600336,77.60249851287847,Snack,bicycle,Sunny,Low,No,Urban,2024-04-17,12:29,12:52,1.3368699088314726,15,2,Wednesday,4,0,12,12,Afternoon,1,23.0,Very_Close,Senior,Average,36,Intermediate
